u,v,score,label
cand_190997.cpp,cand_227263.cpp,0.31260865926742554,0
cand_129896.cpp,cand_226425.cpp,0.5427728295326233,0
cand_267137.cpp,cand_268681.cpp,0.4781094491481781,0
cand_266356.cpp,cand_267018.cpp,0.5205164551734924,0
cand_108055.cpp,cand_121052.cpp,0.32267045974731445,0
cand_030676.cpp,cand_261144.cpp,0.5215379595756531,0
cand_059751.cpp,cand_267005.cpp,0.3584658205509186,0
cand_266388.cpp,cand_267008.cpp,0.5242092609405518,0
cand_144458.cpp,cand_267156.cpp,0.36714592576026917,0
cand_078289.cpp,cand_126042.cpp,0.5181468725204468,0
cand_146141.cpp,cand_228802.cpp,0.23085352778434753,0
cand_192755.cpp,cand_237573.cpp,0.5253363847732544,0
cand_027379.cpp,cand_175102.cpp,0.5471559762954712,0
cand_136077.cpp,cand_141947.cpp,0.4587162435054779,0
cand_074003.cpp,cand_124150.cpp,0.439230740070343,0
cand_033888.cpp,cand_121957.cpp,0.47375980019569397,0
cand_024159.cpp,cand_083465.cpp,0.45623070001602173,0
cand_266426.cpp,cand_267079.cpp,0.5329504013061523,0
cand_150759.cpp,cand_294090.cpp,0.5394226312637329,0
cand_266469.cpp,cand_267129.cpp,0.5489988327026367,0
cand_267154.cpp,cand_271646.cpp,0.5101662278175354,0
cand_005660.cpp,cand_259750.cpp,0.43875420093536377,0
cand_068932.cpp,cand_167454.cpp,0.47225862741470337,0
cand_096139.cpp,cand_110890.cpp,0.5495383143424988,0
cand_123568.cpp,cand_271573.cpp,0.45389649271965027,0
cand_117784.cpp,cand_200850.cpp,0.47804492712020874,0
cand_074077.cpp,cand_256248.cpp,0.5289526581764221,0
cand_108065.cpp,cand_130244.cpp,0.4435387849807739,0
cand_009156.cpp,cand_109991.cpp,0.5281331539154053,0
cand_173416.cpp,cand_173515.cpp,0.5619938373565674,1
cand_034755.cpp,cand_181733.cpp,0.35022178292274475,0
cand_067668.cpp,cand_107942.cpp,0.52726149559021,0
cand_004143.cpp,cand_029932.cpp,0.4851847290992737,0
cand_074767.cpp,cand_259385.cpp,0.5680069923400879,0
cand_086158.cpp,cand_135255.cpp,0.5415056347846985,0
cand_024319.cpp,cand_098173.cpp,0.5356451272964478,0
cand_010586.cpp,cand_265709.cpp,0.4906292259693146,0
cand_028539.cpp,cand_078559.cpp,0.5105035901069641,0
cand_016918.cpp,cand_096639.cpp,0.4769100248813629,0
cand_016844.cpp,cand_226852.cpp,0.47102612257003784,0
cand_023691.cpp,cand_241999.cpp,0.5158571600914001,0
cand_170904.cpp,cand_232592.cpp,0.4699538052082062,0
cand_068189.cpp,cand_219902.cpp,0.43732717633247375,0
cand_081781.cpp,cand_120862.cpp,0.5357138514518738,0
cand_194266.cpp,cand_198575.cpp,0.5120537281036377,0
cand_098583.cpp,cand_237567.cpp,0.40938642621040344,0
cand_126674.cpp,cand_241982.cpp,0.350701242685318,0
cand_127537.cpp,cand_136106.cpp,0.368866890668869,0
cand_085592.cpp,cand_158953.cpp,0.5265349745750427,0
cand_266425.cpp,cand_267198.cpp,0.5489988327026367,0
cand_054849.cpp,cand_095170.cpp,0.5118974447250366,0
cand_266406.cpp,cand_267006.cpp,0.5346379280090332,0
cand_055806.cpp,cand_181265.cpp,0.4935937523841858,0
cand_266389.cpp,cand_267019.cpp,0.5300160646438599,0
cand_165648.cpp,cand_181307.cpp,0.43177905678749084,0
cand_266447.cpp,cand_267006.cpp,0.5518353581428528,0
cand_190818.cpp,cand_271538.cpp,0.23222793638706207,0
cand_097889.cpp,cand_220029.cpp,0.22961853444576263,0
cand_012683.cpp,cand_158800.cpp,0.5084921717643738,0
cand_039885.cpp,cand_252522.cpp,0.5377269983291626,0
cand_019070.cpp,cand_211284.cpp,0.4357295632362366,0
cand_103201.cpp,cand_148682.cpp,0.5361779928207397,0
cand_271526.cpp,cand_271648.cpp,0.473599374294281,0
cand_186710.cpp,cand_254901.cpp,0.4249511957168579,0
cand_129851.cpp,cand_161204.cpp,0.5582371354103088,0
cand_089252.cpp,cand_277563.cpp,0.4762263000011444,0
cand_005738.cpp,cand_194888.cpp,0.5099099278450012,0
cand_113497.cpp,cand_132993.cpp,0.4848340153694153,0
cand_024201.cpp,cand_114334.cpp,0.5040765404701233,0
cand_256833.cpp,cand_294262.cpp,0.39304667711257935,0
cand_039591.cpp,cand_077979.cpp,0.5372577905654907,0
cand_021944.cpp,cand_097392.cpp,0.45746225118637085,0
cand_165087.cpp,cand_253027.cpp,0.4831540882587433,0
cand_050056.cpp,cand_114348.cpp,0.47658559679985046,0
cand_175774.cpp,cand_274743.cpp,0.1649474799633026,0
cand_226906.cpp,cand_265399.cpp,0.541292667388916,0
cand_193831.cpp,cand_243672.cpp,0.41382262110710144,0
cand_266444.cpp,cand_267034.cpp,0.5315083861351013,0
cand_006203.cpp,cand_276804.cpp,0.49324560165405273,0
cand_267080.cpp,cand_296615.cpp,0.43448692560195923,0
cand_041357.cpp,cand_195571.cpp,0.43820810317993164,0
cand_264614.cpp,cand_267029.cpp,0.49535927176475525,0
cand_001394.cpp,cand_281332.cpp,0.4869997799396515,0
cand_106360.cpp,cand_108044.cpp,0.41456153988838196,0
cand_113568.cpp,cand_134775.cpp,0.36362144351005554,0
cand_254812.cpp,cand_283078.cpp,0.518260657787323,0
cand_266469.cpp,cand_267032.cpp,0.5385064482688904,0
cand_096290.cpp,cand_175399.cpp,0.5679988265037537,0
cand_069002.cpp,cand_107998.cpp,0.5382215976715088,0
cand_026357.cpp,cand_096575.cpp,0.4701995253562927,0
cand_030427.cpp,cand_111094.cpp,0.5146514773368835,0
cand_079890.cpp,cand_186208.cpp,0.5085417628288269,0
cand_135030.cpp,cand_135050.cpp,0.5281878709793091,0
cand_265401.cpp,cand_267005.cpp,0.5654820799827576,0
cand_245579.cpp,cand_267141.cpp,0.5084763169288635,0
cand_072314.cpp,cand_126042.cpp,0.5385836958885193,0
cand_056804.cpp,cand_117278.cpp,0.4578765630722046,0
cand_171688.cpp,cand_184321.cpp,0.5128217935562134,0
cand_096606.cpp,cand_277991.cpp,0.554926335811615,0
cand_097407.cpp,cand_150373.cpp,0.43087080121040344,0
cand_267215.cpp,cand_271532.cpp,0.5554853677749634,0
cand_031911.cpp,cand_050799.cpp,0.520404040813446,0
cand_267161.cpp,cand_271567.cpp,0.531239926815033,0
cand_018999.cpp,cand_259730.cpp,0.403916597366333,0
cand_054321.cpp,cand_108317.cpp,0.5079820156097412,0
cand_159741.cpp,cand_231291.cpp,0.4584144353866577,0
cand_031246.cpp,cand_169458.cpp,0.3165610134601593,0
cand_020454.cpp,cand_088728.cpp,0.5538693070411682,0
cand_032932.cpp,cand_119425.cpp,0.42842212319374084,0
cand_096758.cpp,cand_117550.cpp,0.4264448583126068,0
cand_020608.cpp,cand_080907.cpp,0.5186939239501953,0
cand_057103.cpp,cand_059943.cpp,0.5237762331962585,0
cand_032674.cpp,cand_288592.cpp,0.531343936920166,0
cand_085413.cpp,cand_102611.cpp,0.5205850005149841,0
cand_194703.cpp,cand_266996.cpp,0.46898484230041504,0
cand_171588.cpp,cand_230654.cpp,0.5157323479652405,0
cand_161573.cpp,cand_230115.cpp,0.4272753596305847,0
cand_164296.cpp,cand_274013.cpp,0.5076979994773865,0
cand_103031.cpp,cand_120214.cpp,0.5126639008522034,0
cand_153726.cpp,cand_193580.cpp,0.47691529989242554,0
cand_033374.cpp,cand_252522.cpp,0.5443404316902161,0
cand_265401.cpp,cand_266407.cpp,0.5497642755508423,0
cand_145730.cpp,cand_264221.cpp,0.38205084204673767,0
cand_095906.cpp,cand_176492.cpp,0.4966929852962494,0
cand_194535.cpp,cand_254413.cpp,0.48300984501838684,0
cand_016484.cpp,cand_036366.cpp,0.47598958015441895,0
cand_001404.cpp,cand_096044.cpp,0.4457816779613495,0
cand_186089.cpp,cand_252486.cpp,0.5005415678024292,0
cand_267092.cpp,cand_271567.cpp,0.5538022518157959,0
cand_168412.cpp,cand_184346.cpp,0.42655453085899353,0
cand_153195.cpp,cand_228793.cpp,0.4135427176952362,0
cand_012695.cpp,cand_051472.cpp,0.5149547457695007,0
cand_267133.cpp,cand_271532.cpp,0.5712130665779114,0
cand_064425.cpp,cand_103158.cpp,0.5418940186500549,0
cand_024532.cpp,cand_101986.cpp,0.5236281156539917,0
cand_126319.cpp,cand_131125.cpp,0.362779825925827,0
cand_039884.cpp,cand_271555.cpp,0.5213736891746521,0
cand_026971.cpp,cand_165592.cpp,0.4762982130050659,0
cand_054739.cpp,cand_173697.cpp,0.48769280314445496,0
cand_066610.cpp,cand_245585.cpp,0.45759332180023193,0
cand_208420.cpp,cand_267115.cpp,0.47997042536735535,0
cand_111819.cpp,cand_127379.cpp,0.399353951215744,0
cand_108371.cpp,cand_121639.cpp,0.4840139150619507,0
cand_118920.cpp,cand_129929.cpp,0.4180264174938202,0
cand_054278.cpp,cand_108056.cpp,0.45219674706459045,0
cand_133276.cpp,cand_209316.cpp,0.3866023123264313,0
cand_107942.cpp,cand_122755.cpp,0.48126479983329773,0
cand_190861.cpp,cand_271143.cpp,0.4990136921405792,0
cand_260728.cpp,cand_296268.cpp,0.563610315322876,0
cand_173383.cpp,cand_173499.cpp,0.5554332733154297,1
cand_265401.cpp,cand_267132.cpp,0.5523384213447571,0
cand_267079.cpp,cand_271573.cpp,0.565395712852478,0
cand_007949.cpp,cand_037478.cpp,0.3849121034145355,0
cand_024054.cpp,cand_122711.cpp,0.5611712336540222,0
cand_145196.cpp,cand_232540.cpp,0.415454238653183,0
cand_077396.cpp,cand_152495.cpp,0.5388999581336975,0
cand_253345.cpp,cand_253921.cpp,0.5401955842971802,0
cand_008214.cpp,cand_011571.cpp,0.3598685562610626,0
cand_131260.cpp,cand_294147.cpp,0.4545326828956604,0
cand_019064.cpp,cand_105623.cpp,0.47559428215026855,0
cand_165461.cpp,cand_172451.cpp,0.4465075135231018,0
cand_098166.cpp,cand_162761.cpp,0.4841671884059906,0
cand_267044.cpp,cand_293847.cpp,0.5023234486579895,0
cand_020457.cpp,cand_116554.cpp,0.5502676367759705,0
cand_032965.cpp,cand_137273.cpp,0.5416585206985474,0
cand_260376.cpp,cand_271527.cpp,0.4709474742412567,0
cand_007931.cpp,cand_137366.cpp,0.5232512950897217,0
cand_226488.cpp,cand_278300.cpp,0.4418739676475525,0
cand_226871.cpp,cand_264758.cpp,0.568809986114502,0
cand_005340.cpp,cand_098224.cpp,0.4939711391925812,0
cand_168095.cpp,cand_242267.cpp,0.3091731369495392,0
cand_034321.cpp,cand_055796.cpp,0.5382741093635559,0
cand_072340.cpp,cand_195150.cpp,0.3876195549964905,0
cand_122552.cpp,cand_167877.cpp,0.5088931918144226,0
cand_080650.cpp,cand_138918.cpp,0.5387107133865356,0
cand_054786.cpp,cand_149676.cpp,0.5341180562973022,0
cand_051068.cpp,cand_252951.cpp,0.5032817721366882,0
cand_006309.cpp,cand_083479.cpp,0.5371323227882385,0
cand_190414.cpp,cand_190441.cpp,0.3392741084098816,0
cand_092611.cpp,cand_130295.cpp,0.4217778444290161,0
cand_243833.cpp,cand_270385.cpp,0.5156128406524658,0
cand_139080.cpp,cand_157795.cpp,0.5459900498390198,0
cand_086604.cpp,cand_151854.cpp,0.4180225133895874,0
cand_132860.cpp,cand_141188.cpp,0.48360687494277954,0
cand_053499.cpp,cand_100578.cpp,0.5163940191268921,0
cand_264614.cpp,cand_267134.cpp,0.4668058156967163,0
cand_057073.cpp,cand_101951.cpp,0.5594481229782104,0
cand_035642.cpp,cand_076567.cpp,0.35122227668762207,0
cand_160076.cpp,cand_187035.cpp,0.47463715076446533,0
cand_169946.cpp,cand_226841.cpp,0.13993345201015472,0
cand_011778.cpp,cand_125518.cpp,0.47922438383102417,0
cand_068602.cpp,cand_068631.cpp,0.5073565244674683,0
cand_054335.cpp,cand_165240.cpp,0.5384286642074585,0
cand_143548.cpp,cand_267165.cpp,0.42419272661209106,0
cand_075894.cpp,cand_267031.cpp,0.45924246311187744,0
cand_088046.cpp,cand_296891.cpp,0.4898139238357544,0
cand_053131.cpp,cand_181298.cpp,0.34860673546791077,0
cand_131929.cpp,cand_132100.cpp,0.36666759848594666,0
cand_123572.cpp,cand_260854.cpp,0.5135660767555237,0
cand_183099.cpp,cand_266383.cpp,0.5132920145988464,0
cand_103036.cpp,cand_254064.cpp,0.5405082702636719,0
cand_127618.cpp,cand_187889.cpp,0.5058870911598206,0
cand_089604.cpp,cand_159763.cpp,0.5289358496665955,0
cand_245580.cpp,cand_271595.cpp,0.4823284447193146,0
cand_049124.cpp,cand_295972.cpp,0.11220747977495193,0
cand_116399.cpp,cand_236863.cpp,0.41883713006973267,0
cand_035739.cpp,cand_208414.cpp,0.5308799147605896,0
cand_025665.cpp,cand_225472.cpp,0.4561866223812103,0
cand_184709.cpp,cand_269415.cpp,0.5077381134033203,0
cand_159362.cpp,cand_259427.cpp,0.4951797127723694,0
cand_018326.cpp,cand_184689.cpp,0.43197351694107056,0
cand_033577.cpp,cand_052757.cpp,0.41589120030403137,0
cand_108049.cpp,cand_226284.cpp,0.5153211355209351,0
cand_052218.cpp,cand_062145.cpp,0.5558570027351379,0
cand_155272.cpp,cand_210835.cpp,0.08033263683319092,0
cand_033021.cpp,cand_086313.cpp,0.08286238461732864,0
cand_253481.cpp,cand_283457.cpp,0.4579053521156311,0
cand_012271.cpp,cand_024141.cpp,0.49801626801490784,0
cand_010101.cpp,cand_246401.cpp,0.5449177026748657,0
cand_089348.cpp,cand_176947.cpp,0.4807910621166229,0
cand_001245.cpp,cand_050888.cpp,0.19290035963058472,0
cand_232715.cpp,cand_241835.cpp,0.5078091025352478,0
cand_053654.cpp,cand_241504.cpp,0.5063811540603638,0
cand_051968.cpp,cand_242909.cpp,0.47441747784614563,0
cand_228693.cpp,cand_276999.cpp,0.5234223008155823,0
cand_098425.cpp,cand_253094.cpp,0.34741517901420593,0
cand_035173.cpp,cand_186758.cpp,0.500359296798706,0
cand_143162.cpp,cand_173476.cpp,0.24862425029277802,0
cand_057361.cpp,cand_092142.cpp,0.023088132962584496,0
cand_085150.cpp,cand_203928.cpp,0.46696385741233826,0
cand_139923.cpp,cand_243815.cpp,0.2630365490913391,0
cand_011551.cpp,cand_197567.cpp,0.34689217805862427,0
cand_049234.cpp,cand_100237.cpp,0.4242976903915405,0
cand_099379.cpp,cand_164186.cpp,0.38443681597709656,0
cand_113318.cpp,cand_134693.cpp,0.49981141090393066,0
cand_033029.cpp,cand_078532.cpp,0.3715806305408478,0
cand_086459.cpp,cand_161338.cpp,0.495876669883728,0
cand_031479.cpp,cand_101012.cpp,0.465861052274704,0
cand_172096.cpp,cand_235320.cpp,0.4413025975227356,0
cand_104124.cpp,cand_266388.cpp,0.4667988121509552,0
cand_098043.cpp,cand_139553.cpp,0.385405570268631,0
cand_099582.cpp,cand_167266.cpp,0.48863446712493896,0
cand_079470.cpp,cand_190927.cpp,0.4902499318122864,0
cand_019044.cpp,cand_123189.cpp,0.4253847599029541,0
cand_093054.cpp,cand_137242.cpp,0.4993226230144501,0
cand_063797.cpp,cand_131336.cpp,0.4201188087463379,0
cand_085420.cpp,cand_158695.cpp,0.4650854170322418,0
cand_009067.cpp,cand_244217.cpp,0.5430986285209656,0
cand_112888.cpp,cand_169038.cpp,0.5373143553733826,0
cand_135821.cpp,cand_255554.cpp,0.5141806602478027,0
cand_033901.cpp,cand_049330.cpp,0.5504370927810669,0
cand_085331.cpp,cand_095995.cpp,0.36656150221824646,0
cand_067878.cpp,cand_126301.cpp,0.37486714124679565,0
cand_155419.cpp,cand_239064.cpp,0.4436369240283966,0
cand_076560.cpp,cand_279990.cpp,0.42919299006462097,0
cand_054793.cpp,cand_261497.cpp,0.5320802927017212,0
cand_056499.cpp,cand_252197.cpp,0.472586989402771,0
cand_018257.cpp,cand_122428.cpp,0.5387277007102966,0
cand_036487.cpp,cand_139681.cpp,0.33201083540916443,0
cand_108049.cpp,cand_239579.cpp,0.4560016393661499,0
cand_165327.cpp,cand_192705.cpp,0.5208011269569397,0
cand_228559.cpp,cand_276999.cpp,0.5144155025482178,0
cand_262571.cpp,cand_295982.cpp,0.5148377418518066,0
cand_016537.cpp,cand_112766.cpp,0.53423011302948,0
cand_062948.cpp,cand_119975.cpp,0.5395752191543579,0
cand_083505.cpp,cand_295962.cpp,0.4107750356197357,0
cand_197778.cpp,cand_252197.cpp,0.5264867544174194,0
cand_018135.cpp,cand_193231.cpp,0.39181768894195557,0
cand_078617.cpp,cand_198384.cpp,0.5288063287734985,0
cand_035513.cpp,cand_163669.cpp,0.5095455646514893,0
cand_086604.cpp,cand_101672.cpp,0.4188709855079651,0
cand_157303.cpp,cand_252364.cpp,0.5254020094871521,0
cand_049264.cpp,cand_294143.cpp,0.5287514925003052,0
cand_042163.cpp,cand_287816.cpp,0.3968104124069214,0
cand_009084.cpp,cand_181746.cpp,0.4821840524673462,0
cand_032018.cpp,cand_169253.cpp,0.5325790047645569,0
cand_021526.cpp,cand_144063.cpp,0.47702446579933167,0
cand_027221.cpp,cand_070474.cpp,0.5541417002677917,0
cand_001760.cpp,cand_173559.cpp,0.426261842250824,0
cand_126354.cpp,cand_286902.cpp,0.5250272750854492,0
cand_002150.cpp,cand_097989.cpp,0.4627189040184021,0
cand_063395.cpp,cand_189268.cpp,0.4272920489311218,0
cand_092491.cpp,cand_153128.cpp,0.4711526930332184,0
cand_004684.cpp,cand_121192.cpp,0.32287514209747314,0
cand_254750.cpp,cand_283421.cpp,0.49939775466918945,0
cand_034788.cpp,cand_142648.cpp,0.4587235450744629,0
cand_159742.cpp,cand_231632.cpp,0.5357054471969604,0
cand_020690.cpp,cand_164950.cpp,0.3814157545566559,0
cand_135041.cpp,cand_181332.cpp,0.36104217171669006,0
cand_132156.cpp,cand_171364.cpp,0.45266154408454895,0
cand_034930.cpp,cand_060379.cpp,0.5016964077949524,0
cand_112237.cpp,cand_172950.cpp,0.5332576036453247,0
cand_087652.cpp,cand_283478.cpp,0.47900086641311646,0
cand_012518.cpp,cand_097255.cpp,0.4173182249069214,0
cand_034584.cpp,cand_151378.cpp,0.4871145784854889,0
cand_175120.cpp,cand_278133.cpp,0.4585185945034027,0
cand_128241.cpp,cand_153113.cpp,0.45768168568611145,0
cand_153190.cpp,cand_186710.cpp,0.5176808834075928,0
cand_116552.cpp,cand_188195.cpp,0.42670148611068726,0
cand_022064.cpp,cand_261427.cpp,0.3869856894016266,0
cand_146169.cpp,cand_190854.cpp,0.3742821216583252,0
cand_007931.cpp,cand_011367.cpp,0.5321005582809448,0
cand_144573.cpp,cand_151706.cpp,0.4804169833660126,0
cand_159782.cpp,cand_255121.cpp,0.26113802194595337,0
cand_099022.cpp,cand_099139.cpp,0.4352138638496399,0
cand_030381.cpp,cand_129228.cpp,0.499314546585083,0
cand_026487.cpp,cand_176959.cpp,0.5311656594276428,0
cand_061300.cpp,cand_110973.cpp,0.3440108895301819,0
cand_194526.cpp,cand_221992.cpp,0.5600342750549316,0
cand_135039.cpp,cand_135122.cpp,0.38057518005371094,0
cand_102930.cpp,cand_148903.cpp,0.39060571789741516,0
cand_108284.cpp,cand_111726.cpp,0.47220343351364136,0
cand_073655.cpp,cand_129726.cpp,0.4761061668395996,0
cand_111018.cpp,cand_111184.cpp,0.5020108222961426,0
cand_022010.cpp,cand_092641.cpp,0.45539361238479614,0
cand_183574.cpp,cand_193476.cpp,0.3694344758987427,0
cand_086543.cpp,cand_120167.cpp,0.5092713236808777,0
cand_098433.cpp,cand_146772.cpp,0.42377737164497375,0
cand_008214.cpp,cand_087868.cpp,0.4839177131652832,0
cand_054321.cpp,cand_110818.cpp,0.4927007257938385,0
cand_121397.cpp,cand_152669.cpp,0.5358772277832031,0
cand_118024.cpp,cand_294168.cpp,0.320508748292923,0
cand_131926.cpp,cand_239395.cpp,0.2992284595966339,0
cand_157336.cpp,cand_173588.cpp,0.4925523102283478,0
cand_055034.cpp,cand_095595.cpp,0.2774798572063446,0
cand_108418.cpp,cand_108424.cpp,0.4775311350822449,0
cand_007855.cpp,cand_127379.cpp,0.5140694379806519,0
cand_025048.cpp,cand_187839.cpp,0.520595133304596,0
cand_081279.cpp,cand_149158.cpp,0.4540252089500427,0
cand_108360.cpp,cand_108380.cpp,0.511273980140686,0
cand_104537.cpp,cand_106422.cpp,0.4782036244869232,0
cand_063276.cpp,cand_083996.cpp,0.4032348096370697,0
cand_011033.cpp,cand_241233.cpp,0.4741872251033783,0
cand_140951.cpp,cand_163067.cpp,0.3348790109157562,0
cand_079054.cpp,cand_103066.cpp,0.46248477697372437,0
cand_003032.cpp,cand_165101.cpp,0.5235069990158081,0
cand_154203.cpp,cand_229757.cpp,0.5504933595657349,0
cand_173616.cpp,cand_297822.cpp,0.4190690815448761,0
cand_034876.cpp,cand_120176.cpp,0.42545172572135925,0
cand_131623.cpp,cand_250906.cpp,0.5578365921974182,0
cand_034912.cpp,cand_138962.cpp,0.4903300702571869,0
cand_054320.cpp,cand_070224.cpp,0.5036835670471191,0
cand_078507.cpp,cand_128238.cpp,0.45586156845092773,0
cand_039567.cpp,cand_097737.cpp,0.5319464206695557,0
cand_076505.cpp,cand_119001.cpp,0.3695591986179352,0
cand_133668.cpp,cand_181764.cpp,0.5428572297096252,0
cand_013403.cpp,cand_259778.cpp,0.019883116707205772,0
cand_002175.cpp,cand_006072.cpp,0.5056769251823425,0
cand_024055.cpp,cand_131742.cpp,0.4605388343334198,0
cand_027763.cpp,cand_139980.cpp,0.5571282505989075,0
cand_006181.cpp,cand_188863.cpp,0.4449716806411743,0
cand_122755.cpp,cand_176595.cpp,0.5245766639709473,0
cand_006071.cpp,cand_085596.cpp,0.4623110294342041,0
cand_067924.cpp,cand_131150.cpp,0.397859126329422,0
cand_074112.cpp,cand_277092.cpp,0.5265429615974426,0
cand_038471.cpp,cand_120216.cpp,0.559058666229248,0
cand_022792.cpp,cand_055899.cpp,0.4101220369338989,0
cand_053013.cpp,cand_100993.cpp,0.44727134704589844,0
cand_036525.cpp,cand_120945.cpp,0.4717272222042084,0
cand_104124.cpp,cand_266425.cpp,0.45704343914985657,0
cand_159237.cpp,cand_290181.cpp,0.5089567303657532,0
cand_112056.cpp,cand_261310.cpp,0.44044435024261475,0
cand_055744.cpp,cand_156817.cpp,0.3914017379283905,0
cand_049517.cpp,cand_152671.cpp,0.5680590867996216,0
cand_024597.cpp,cand_175335.cpp,0.46500879526138306,0
cand_080119.cpp,cand_237876.cpp,0.49406448006629944,0
cand_123968.cpp,cand_130295.cpp,0.4521567225456238,0
cand_030334.cpp,cand_164452.cpp,0.5025844573974609,0
cand_027946.cpp,cand_241589.cpp,0.3570541739463806,0
cand_031982.cpp,cand_253396.cpp,0.352576345205307,0
cand_027350.cpp,cand_059588.cpp,0.49390679597854614,0
cand_122608.cpp,cand_186393.cpp,0.5330914855003357,0
cand_007757.cpp,cand_013681.cpp,0.5115541815757751,0
cand_126106.cpp,cand_268039.cpp,0.45878317952156067,0
cand_153014.cpp,cand_270915.cpp,0.5186574459075928,0
cand_022347.cpp,cand_134298.cpp,0.41290467977523804,0
cand_049827.cpp,cand_236941.cpp,0.3703586757183075,0
cand_078555.cpp,cand_132181.cpp,0.3900626599788666,0
cand_149525.cpp,cand_250501.cpp,0.3412013351917267,0
cand_103138.cpp,cand_244217.cpp,0.4920940399169922,0
cand_199952.cpp,cand_253242.cpp,0.37112903594970703,0
cand_158687.cpp,cand_181743.cpp,0.5226019620895386,0
cand_051097.cpp,cand_136595.cpp,0.4641018807888031,0
cand_089901.cpp,cand_142720.cpp,0.5397926568984985,0
cand_151762.cpp,cand_267132.cpp,0.5068827867507935,0
cand_111210.cpp,cand_240827.cpp,0.5154446959495544,0
cand_088864.cpp,cand_173654.cpp,0.48016348481178284,0
cand_054755.cpp,cand_074159.cpp,0.45701494812965393,0
cand_148206.cpp,cand_267045.cpp,0.4762347936630249,0
cand_022331.cpp,cand_126205.cpp,0.4527829885482788,0
cand_018531.cpp,cand_286917.cpp,0.4632789194583893,0
cand_077639.cpp,cand_160876.cpp,0.4223414361476898,0
